12.0,0.0,11.0,1.0,2.0,2.0,2.0,1.0,10.0,0.0,1.0,39.0,39.0,33.0,39.0,11.0,2.0,4.0,22.0,604.0,69.0,475.0,179.0,248.0,60.0,231.0,319.0,162.0,190.0,7.0,7.0,9.0,0.13,76.0,76.0,79.0,41.0,0.0,18.0,4.513513513513513,0.0,21.0,4.702702702702703,1.0,12.0,2.2432432432432434,0.0,4.0,0.6756756756756757,1.0769230769230769,12.076923076923077,0.07692307692307693,1.8461538461538463,20.23076923076923,3.0,0.0,1.0,0.0,16.0,1.0,7.0,nan,3071448.466666667,nan,nan,0.0,1.0,0.0
22.0,1.0,20.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,13.0,28.0,20.0,2.0,28.0,5.0,7.0,0.0,16.0,747.0,69.0,612.0,205.0,448.0,81.0,424.0,485.0,192.0,361.0,5.0,5.0,6.0,0.13,56.0,56.0,58.0,31.0,0.0,27.0,6.222222222222222,1.0,22.0,7.407407407407407,0.0,12.0,2.259259259259259,0.0,4.0,0.8888888888888888,1.0,35.0,3.0,1.5,44.0,14.0,6.0,1.0,0.0,8.0,1.0,6.0,nan,6687441.571428572,nan,nan,1.0,0.0,0.0
27.0,2.0,23.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,35.0,34.0,1.0,35.0,6.0,0.0,0.0,29.0,1020.0,101.0,823.0,233.0,642.0,104.0,541.0,615.0,214.0,470.0,11.0,10.0,11.0,0.13,75.0,74.0,75.0,37.0,0.0,20.0,5.735294117647059,1.0,24.0,9.147058823529411,0.0,32.0,3.3823529411764706,0.0,2.0,0.6176470588235294,1.0,21.5,3.5,2.0,34.0,5.0,11.0,1.0,0.0,8.0,1.0,7.0,nan,7565342.428571428,nan,nan,0.0,1.0,0.0
14.0,1.0,13.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,11.0,8.0,1.0,10.0,5.0,1.0,0.0,4.0,200.0,27.0,157.0,68.0,87.0,19.0,104.0,126.0,62.0,72.0,5.0,5.0,6.0,0.12,19.0,19.0,20.0,10.0,0.0,27.0,7.7272727272727275,0.0,23.0,6.454545454545454,0.0,10.0,2.1818181818181817,0.0,4.0,0.5454545454545454,1.0,35.0,3.0,1.0,78.0,60.0,29.0,2.0,0.0,8.0,2.0,3.0,1414960.0,2721240.4285714286,5.0,5.0,0.0,2.0,0.0
14.0,0.0,12.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,21.0,20.0,15.0,21.0,3.0,4.0,7.0,7.0,334.0,29.0,246.0,101.0,125.0,61.0,130.0,171.0,94.0,93.0,9.0,9.0,9.0,0.25,43.0,43.0,44.0,16.0,0.0,16.0,4.883720930232558,0.0,47.0,7.1395348837209305,0.0,48.0,3.6744186046511627,0.0,4.0,1.2790697674418605,1.6,23.0,1.2,1.2,34.2,15.0,0.0,1.0,0.0,16.0,1.0,6.0,nan,4013865.6666666665,6.0,6.0,0.0,1.0,0.0
16.0,0.0,15.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,27.0,25.0,33.0,26.0,1.0,0.0,15.0,10.0,544.0,35.0,455.0,161.0,277.0,55.0,259.0,338.0,160.0,220.0,8.0,8.0,11.0,0.12,77.0,77.0,84.0,25.0,0.0,16.0,4.883720930232558,0.0,47.0,7.1395348837209305,0.0,48.0,3.6744186046511627,0.0,4.0,1.2790697674418605,1.6,23.0,1.2,1.2,34.2,15.0,0.0,1.0,0.0,16.0,1.0,6.0,nan,4013865.6666666665,6.0,6.0,0.0,1.0,0.0
9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.13,14.0,14.0,16.0,12.0,1.0,12.0,5.636363636363637,1.0,6.0,2.1818181818181817,1.0,2.0,1.1818181818181819,0.0,1.0,0.18181818181818182,2.0,10.0,4.0,1.0,78.0,16.0,7.0,1.0,0.0,4.0,1.0,3.0,nan,15155251.666666666,1.0,1.0,1.0,0.0,0.0
21.0,2.0,16.0,4.0,4.0,4.0,5.0,3.0,1.0,0.0,1.0,14.0,14.0,4.0,14.0,0.0,2.0,8.0,4.0,383.0,45.0,272.0,88.0,159.0,76.0,135.0,203.0,86.0,131.0,13.0,13.0,13.0,0.28,62.0,61.0,64.0,37.0,1.0,7.0,4.625,1.0,21.0,10.541666666666666,1.0,41.0,5.75,0.0,6.0,1.2083333333333333,1.5,43.5,0.0,1.0,40.0,1.0,1.0,1.0,0.0,7.0,1.0,4.0,nan,6162349.5,nan,nan,0.0,1.0,0.0
10.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,1.0,0.0,4.0,95.0,14.0,55.0,26.0,23.0,26.0,30.0,40.0,22.0,19.0,3.0,3.0,4.0,0.47,9.0,9.0,10.0,5.0,3.0,9.0,4.5,4.0,7.0,5.5,1.0,4.0,2.25,0.0,1.0,0.75,1.0,12.0,0.0,2.0,40.0,51.0,0.0,1.0,0.0,3.0,1.0,3.0,nan,8988134.0,nan,nan,0.0,1.0,0.0
13.0,0.0,10.0,3.0,2.0,2.0,3.0,1.0,22.0,76.0,39.0,124.0,51.0,26.0,127.0,7.0,10.0,0.0,110.0,1935.0,139.0,1299.0,436.0,772.0,505.0,549.0,840.0,396.0,564.0,19.0,19.0,28.0,0.39,278.0,274.0,335.0,159.0,0.0,33.0,6.673758865248227,0.0,24.0,5.382978723404255,0.0,960.0,9.567375886524824,0.0,4.0,0.5035460992907801,1.2777777777777777,8.88888888888889,0.0,1.3333333333333333,10.38888888888889,91.0,46.0,3.0,0.0,58.0,2.0,11.0,600656.5,1113987.7368421052,9.5,2.0,2.0,1.0,0.0
